text,true_label,predicted_label_svm,predicted_label_bert,predicted_label_roberta
"@user such goofy fear-mongering. Notice you didn't have Poroshenko or Saakashvili on today,given the past week",neutral,negative,negative,negative
So does Rory have a Galaxy Note 7? Her phone is huge! Do not seek the treasure! #GilmoreGirlsRevival,neutral,positive,positive,positive
"anyone thinking ""deplorables""?",negative,neutral,neutral,neutral
someone: mentions pentagonme: (melania trump voice) Hello.,negative,neutral,neutral,neutral
So this is what happened in the comic...😁😁 #TheWalkingDead The amount of cringe has blew me off this planet😷…,positive,neutral,neutral,negative
#ifonly #stillwithher #presidenthillaryclinton #monsinnyc while walking down the street on…,positive,neutral,neutral,neutral
▓ ♡ ▓ #Deutsch ▓ ♡ ▓ BUCH <3 TIPP ▓ ♡ ▓ #German ▓ ♡ ▓ SEASON OF DESIRE - @user Momente des...,positive,neutral,neutral,neutral
"#Eurozone Ireland reunifies, why can't I? (Praise Kim Jong-un) #SydMUN16",negative,positive,positive,neutral
And here's one of the deplorables proving my point.,neutral,positive,negative,negative
"#Bahrain's courts uphold the death penalty agnst falsely accused tortured detainees Ali AlSingace, Abbas AlSameea &…",negative,neutral,neutral,neutral
#isis Slaughter of innocents continues in battle for Mosul - CNN #isis #breaking,neutral,negative,negative,negative
"Assessment on 2016: So far so good. Naipasa natin ang Budget on time for the first time. Hopefully next, maipasa na ang death penalty.",neutral,positive,positive,positive
It's about to be 2017 and i still can't get over zac efron and vanessa hudgens not dating anymore,neutral,negative,negative,negative
"@user @user 4. Careful what you say about Melania's favorite speech writer, Michelle Obama.",positive,neutral,neutral,neutral
KD for lunch and the last episode of season 6 of #TheWalkingDead -- Batter's up! Then it's on to 7.,positive,neutral,neutral,neutral
@user @user There's upside in dumping the TPP. It would have reinforced the use of 'geoblocking' to price gouge audiovisual content.,positive,negative,negative,neutral
"This is holding these groups back, the aura of corruption especially on p&t, esp. 3W, which even rightists are open to listen about.",negative,neutral,neutral,neutral
#onedirection fans might be interested in this Lightning Deal on Amazon UK soon,neutral,positive,positive,positive
How to be fierce with zac efron #part6 (THANK YOU @user !) (Vine by @user,neutral,positive,positive,positive
"if you're 64, say bye bye bye.... and welcome Wal-Mart shoppers, may i get you a cart?",negative,neutral,positive,positive
NBA star LeBron James giving $2.5 million to Muhammad Ali exhibit :Auto pickup by wikyou,positive,neutral,neutral,neutral
"Best description of why we need the Electoral College explained with facts! There are 3,141 counties in the...",neutral,positive,positive,positive
"#TheWalkingDead episode 42. The Governor is back to his old ways...plans on taking over the prison. For me, 8/10 #JJReviews",positive,neutral,neutral,neutral
"If CNN liberals said that math is racist, this algorithm must be the soul of KKK. LOL.",neutral,negative,negative,negative
#UN ACCUSES #MYANMAR OF #ETHNICCLEANSING #asean #unitednations #rohingya #rakhinestate #rakhine #burningvillages…,neutral,negative,negative,negative
"Oh well, time always catches up ......",neutral,positive,positive,negative
"Yes, yes, yes! A billion times yes. So say my daughters with autism who could lose their coverage of therapy. #ACA…",neutral,positive,positive,negative
The latest Google Earth News! Thanks to @user @user @user #googlemaps #vr,neutral,positive,positive,positive
@user yes! An organized #terrorist act. Operating in north #IsraelFires and #Jerusalem area! A surprise attack!,neutral,positive,negative,negative
"@user @user plenty of other news sources with riots, just look. Not to mention anti-trump assaults",neutral,negative,negative,negative
@user He who laughs last laughs best. Remember what you said?,neutral,positive,positive,positive
Italy has not voted on leaving the EU. Right leaning parties have lost influence in Italy and Austria. #brexit #notmypresident,neutral,negative,negative,negative
of course yes to Death Penalty 😡 criminals must die in more grievous cause of death.,neutral,negative,negative,negative
Germany says Aleppo assault worsening the Syria crisis:,neutral,negative,negative,negative
"If You Want Gun Control So Bad, Why Don't You Just Move to the South Side of Chicago? ->",neutral,negative,negative,negative
"North SF Bay Leftists, Where Art Thou? (New Sub: /r/SFNorthBayAnarchists)",negative,neutral,neutral,neutral
Move over Fracking @user @user @user @user,negative,neutral,neutral,neutral
Fuk knows y #auspol wld give to the Clinton Foundation % of Donations go to Charity 5.7%,negative,positive,neutral,neutral
"Castro Town: Fidel grew up here, but he came back to destroy ithttp",negative,positive,neutral,neutral
@user @user Giving thanks on the corner of @user street - #p2 #UniteBlue,neutral,positive,positive,positive
"NICE! It's all about the #innercity. | ""...to making our inner cities great for everyone...""- @user #Riots",neutral,positive,positive,positive
A lot of bad hombres!,neutral,negative,negative,negative
Highlight of last night had to be my brother and I talking about Cowboy Bebop and Persona 5 at Walmart,neutral,positive,positive,positive
Hopeful this day goes by quick. 😏 #NationalFastFoodDay,negative,neutral,positive,positive
".@user @user @user Yikes! No idea, but I don't have kids in the right age range. #Hatchimals",neutral,negative,negative,negative
4) Kirk 3) Mrs. Kim 2) Luke 1) Richard Gilmore #GilmoreGirlsTop4,positive,neutral,neutral,neutral
Move enthusiastically to your scariest worthwhile #dreams!http #DominatingYourMind #DYM…,neutral,positive,positive,positive
I liked a @user video Trump hit by media for choosing billionaires for Cabinet,neutral,positive,positive,positive
"Yes, Raul Castro is still in charge, but he's been warming up to the Obama Admin's offerings of normalcy in relations.",positive,negative,neutral,neutral
ANONYMOUS - The truth on the MEXICAN BORDER BIULD THE WALL!!@user @user @user @user,negative,neutral,neutral,neutral
"@user @user @user @user @user @user @user I thot ""bad hombres"" was racist now.",neutral,negative,negative,negative
Amm I seeing this right? Is trump really trying to fill his cabinet with the GOP picks he put out of the race...,negative,neutral,neutral,neutral
Why the Electoral College must choose Clinton. #faithlesselectors #hamiltonelectors #ElectoralCollege #StillWithHer,positive,neutral,neutral,neutral
"Everyone Google STEVE BANNON and shock, it time lookin out to share a lady today means so much to Date at the stage America.",neutral,positive,positive,positive
@user @user @user @user @user @user @user @user @user gay marriage then this....,negative,neutral,neutral,neutral
📸 | Messi presenting his new boots today. #FCBlive,neutral,positive,positive,positive
Our debate is no on recreational use of marijuana..... like uhm no bc get a medical card???????,neutral,negative,negative,negative
"@user The people have spoken. 30 states check, Dems flipped and voted for Trump like I did Prof. Latina from Central PA #NeverHer",positive,neutral,neutral,neutral
You can accept love!http #DominatingYourMind #DYM @user #NBAwards,neutral,positive,positive,positive
Perhaps it's time to depose Pope Francis and elect a faithful priest to be his successor: Robert Cardinal Sarah.,negative,neutral,neutral,neutral
@user Congrats 2 U! Finally #NewsHour acknowledging the US embargo on #Cuba. #Fidel #polisci #opengov #TPOT,neutral,positive,positive,positive
My #GilmoreGirlsTop4 4) Madeline 3) Kirk2) Luke 1) Richard,positive,neutral,neutral,neutral
LOCK HIM UP #UniteBlue #Resist #LibCrib #p2 #PDMFNB #CORRUPTION,neutral,negative,negative,negative
"Bob Dylan performs the full version of his 9th highest charting single, Hurricane live and uncensored in 1975 -",positive,neutral,neutral,neutral
"Philippines VP resigns from cabinet over 'differences' with Duterte, condemns war on drugs, reimposing death penalty",neutral,negative,negative,negative
She stole her speech just steel Michelle's dress.⚡T. Hilfiger: Any designer should be proud to dress Melania Trumphttp,negative,positive,neutral,neutral
@user @user full of herself? I mean it is a book about her life. Everything that happened w her in last year was newsworthy,negative,positive,positive,positive
"@user @user @user @user Or Illinois or Minnesota right next door? Oh because the Dems won those, nothing to see",negative,positive,neutral,neutral
"me, in 2008, a liberal: gay marriage, obama, society is Alright!me, in 2016, a socialist: it would be nice to avoid a nuclear holocaust.",negative,neutral,positive,neutral
Yes he's excited about doing it even tho social security helped him&his family when his father died! He deserves to…,neutral,positive,positive,positive
Look out below!! 👀 #DENatUTA (Vine by @user,positive,neutral,neutral,neutral
#duke Duke Highlight: Grayson Allen leads the way with 17 points in an 88-67 win over William & Mary Wednesday (ES…,neutral,positive,positive,positive
damn i still get upset when i think about the bracelet my bf in 6th grade gave me for valentines day and a heart filled with m&ms,neutral,negative,negative,negative
"Pitchers are a different world, my friend Cy Young tells me. Larry Walker is up there. Have to compare stats, and d…",positive,neutral,neutral,neutral
"RT @user This weekend, Neo-Nazi Richard Spencer (who coined the term ""alt-right"") led the crowd at his conference in DC in a ""Heil Trump…",negative,neutral,neutral,neutral
@user @user @user interesting news is exciting - doesn't mean she is being dishonest in her work.,neutral,positive,positive,positive
David Blaine's Frog Trick - Illuminati Exposed ( Satanic / Demonic Rituals) [LINK IN BIO]…,negative,neutral,neutral,neutral
"I've used Black Friday to pick up some Tim Duncan, James Harden and Giannis Antetokounmpo merch. Allegiances all over the shop.",positive,neutral,neutral,neutral
Trudeau Liberals even will remove mandatory minimum sentences on sex crimes against children - 😮 - did you vote for…,negative,neutral,neutral,neutral
Regime blasts Aleppo; aid urgently needed -,neutral,positive,negative,negative
"LEAKED?! THIS #LiamPayne’s debut solo single? #OneDirection ""Shawn Mendes"" #MTVStarsFifthHarmony #ARIASONEDIRECTION",positive,neutral,neutral,neutral
"#Daesh has called on its militants to travel to #Libya, Sinai in #Egypt, #Yemen, Khorasan & West Africa if they are unable to reach #Iraq",neutral,negative,negative,negative
@user wasn't it raised in 2-3 days?? Report said George Soros cyber bots contributed $165k per hour for a couple days.,negative,neutral,neutral,neutral
#WVIAPublicMedia Trump's Rejection Of TPP Paves Way For China To Strike Asian Trade Deals. Read Blog:,negative,neutral,neutral,neutral
The latest The Pink Sugar Miami Daily! Thanks to @user #trumptransitionteam,neutral,positive,positive,positive
Belgium minor first to be granted euthanasia,negative,neutral,neutral,neutral
Colour #3DPrinting is en vogue for luxury eyewear makers @user,neutral,positive,positive,positive
Its that time of night again where no one can beat me at Rock'em Sock'em Robots.,positive,negative,neutral,negative
@user @user @user @user it's you who doesn't understand why the electoral college was set up.,neutral,negative,negative,negative
George Soros' Son Pictured At Anti-Trump Riot? (PHOTO) via @user,negative,neutral,neutral,neutral
@user @user And everybody wondered what kind of rabbit hole we were going down in legalizing gay marriage.,negative,neutral,neutral,neutral
ben carson is so wild i can't,negative,positive,positive,positive
"Marine Le Pen suggests Italians rejected the EU, showing she doesn't understand what the #referendumcostituzionale…",neutral,negative,negative,negative
@user @user @user Please read the article about Steve Bannon and his adoration of sarah palin on the @user,positive,negative,neutral,neutral
"The week's top fashion moments on Instagram, like @user rocking @user",neutral,positive,positive,positive
@user Forget the pipeline. There is endless sunshine and plentiful wind to provide us with power. Why fossil fuels? That's crazy!,negative,positive,positive,positive
Happy funeral to all Liam's girls.AMÈM LIAM PAYNE #MtvStarsNiallHoran #MPN #OneDirection,neutral,positive,positive,positive
"@user And in good news tonight, Fidel Castro assumed room temperature. Now we just need his brother and Maduro to follow. Quickly.",negative,positive,neutral,positive
Gaston and Belle in a New Beauty and the Beast Photo #Disney #BeautyAndTheBeast,neutral,positive,positive,positive
@user @user @user LOL when Dems accuse other people of election rigging.,neutral,positive,negative,negative
NEW: Trump's Pick for Secretary of Education Is Sister of Blackwater FounderOLD: Half the Muslim Brotherhood works for the Obama Admin!...,negative,neutral,neutral,neutral
"Messi: “It's clear that I always like to win, but there are more important things than a win or a loss.” #fcblive",neutral,positive,positive,positive
It’s weird watching the Spurs without Tim Duncan.,negative,positive,neutral,neutral
"#FrankGaffney, 2 Others Replace #MikeRogers on #TrumpTransitionTeamFANTASTIC!! WE NEED #PROUSA #ISLAMIC #SCHOLARS",positive,neutral,neutral,neutral
"Marlon: ""I’ll take away this shirt, get my team mates to sign it and then hang it on the wall."" #fcblive",positive,neutral,neutral,neutral
My #GilmoreGirlsTop4 1. Richard 2. Gil 3. Jess 4. Luke,positive,neutral,neutral,neutral
Samsung is rolling out the Note 7’s software to the Galaxy Note 5 in Korea,neutral,positive,positive,positive
"@user You’re preaching to the choir, Gabi! #ThisIsUs",neutral,positive,positive,positive
"Stay classy, Deplorables!",neutral,positive,positive,positive
That's true. It helps me stick to vegetarianism 😂,neutral,positive,positive,positive
.@user Michelle must love to hear about your adventures with gay teens! #GOPHypocrite #GodsNotSavingYourCareer #UniteBlue,neutral,positive,positive,negative
Happy Black Friday idiot hookers love Chanel Oberlin 💋 #ScreamQueens #BlackFriday,neutral,positive,positive,positive
"@user I found that for Medicaid, the largest welfare program for poor Americans only had a fraud rate of 9.8%-- NOT a majority",neutral,positive,negative,negative
"Op-Ed: Obamacare isn't about health care, it's about power via @user",negative,neutral,neutral,neutral
@user Many of the Anti-Trump riots are led by REVCOM (Communist Party)!!,neutral,negative,negative,negative
Happy Iraqi soldiers celebrates pushing ISIS destroy reporter's show.#mosuloffensive #mosil #isis #iraq #war,positive,negative,neutral,neutral
#Barca Fans To Face Disciplinary Action After Directing Homophobic Chants Towards #Ronaldo During #ElClasico…,neutral,negative,negative,negative
"@user @user John Dean's book, Conservatives Without Conscience, makes a compelling case that Cons are inherently authoritarian.",negative,neutral,neutral,neutral
"@user @user Stay at his hotel in DC.....and maybe you get a special meeting. Hmmmmm, sounds like Clinton Foundation?",negative,neutral,neutral,neutral
Samsung Unveils The New Galaxy Note 7 And You Can Unlock It With Your Eyes via @user Nerd,neutral,positive,positive,positive
Michael Moore: Trump has to be opposedhttp,negative,neutral,neutral,neutral
Russia says will treat as terrorists rebels who refuse to leave Aleppo,neutral,negative,negative,negative
#Iraq #Erbil More #civilians casualties left un-attended and as hospitals lack resourceshttp #journalism,neutral,negative,negative,negative
@user @user @user air pope respects the play 👏🏼👏🏼👏🏼,neutral,positive,positive,positive
Pope Francis has declined to answer four cardinals’ ‘doubts’ about his teaching on marriage. The Church is now in...,negative,positive,neutral,neutral
"There was also the white guy with a smoking Samsung in his pocket, but let's freak out about the black guy w/ a sho…",negative,neutral,neutral,neutral
Bookends to a Disastrous Presidencyhttp #Obama's pathetic final non-victory lap around the world. #UniteBlue #TCOT,neutral,negative,negative,negative
"In this article, our Content Strategist, Michele Baker, takes an intriguing look at Google Earth VR, and where...",neutral,positive,positive,positive
I rated #ThisIsUs (S01E08) 5/5 on @user #MustWatch. Check out my review here,positive,neutral,neutral,neutral
Ha somewhat amusing- guess it is an in-dash tablet after all // Tempered Glass Screen Protector for Tesla Model S,neutral,positive,positive,positive
I'm making a PowerPoint on how vegetarianism isn't as unhealthy as people think,negative,neutral,neutral,neutral
@user @user @user bring the draft back! Deport all refuges & illegals out! Death penalty 4killing officers!,neutral,negative,negative,negative
@user #Trump #Bds #Palestine #ps4blackfriday ... here more about zionists lies... link ->…,neutral,negative,negative,negative
@user from @user - 🍑Shake your Bon-bon 🍑 @user #rickymartin #onewor…,positive,neutral,neutral,neutral
It is very important to know that vaccines do not cause autism,positive,negative,neutral,neutral
Comeee onnnnn kim jong un😭😭😭😭,negative,neutral,positive,positive
Dirk bout to pull Tim Duncan but in a worse manner brutal season but will go out on a press release statement is all nice n quiet,neutral,negative,positive,negative
"Here comes Marine Le Pen, she is hoping for a similar upset next year in the French election, says Italy votes against EU...",negative,positive,neutral,neutral
Medically caused death in America - Every case of SIDS - the made up phenomena to cover up Death by Vaccines.,neutral,negative,negative,negative
Happy Black Friday to everyone except deplorables.,neutral,positive,positive,positive
We got rid of the #RedCoats in the 1700's it's time to get rid of the #RedHats...#WontBackDown #MangoMussolini #democrats #UniteBlue,negative,neutral,neutral,neutral
“Facebook is what propelled Breitbart to a massive audience. We know its power.” - Steve Bannon. (Scary article.),neutral,negative,positive,positive
"Message to #Poroshenko: women who lost her child, husband from Ukrainian shelling #ukraine #war",neutral,negative,negative,negative
@user He sits with a clear and clean soul at the apple garden in Heaven learning about the future of deep Grace with angels..,neutral,positive,positive,positive
Young Barça fans in Glasgow who managed to get autograph from Messi and take selfie with him. #fcblive,neutral,positive,positive,positive
#(JIGGA MAN) Paris L. Wilson The Gold Standard Artist.,positive,neutral,neutral,neutral
@user I'm totally looking forward to Yakuza 0 and Persona 5! But after XIII I'm not sure I can ever love again,neutral,positive,positive,positive
#MosulOffensive it will be a great day to see him dead in a cave.,neutral,positive,positive,negative
@user It seems even Nobel prize is for sale. Amartya Sen then and Bob Dylan now,negative,neutral,neutral,neutral
"Ben Carson got the last job on the list, why? Housing ,URBAN DEVELOPMENT, ALL BLACK MEN CAN DO THIS JOB. He will stay out of OUR WAY. 🎺 SAID",negative,neutral,neutral,neutral
@user Just part & parcel of GOP voter fraud plan:Voter suppressionGerrymandering Voter IDHeavy Dem areas: Limit polling stations,neutral,negative,negative,negative
Still Report # 1113 – NY Prosecutor Preet Bharara Goes After Corrupt Clinton Foundation....http via @user,negative,neutral,neutral,neutral
BÄÄÄÄM I love it 😊 what a bunch of assholes 😂😂 @user #thewalkingdead #normanreedus…,neutral,positive,positive,positive
No Candy for Valentines Day? No problem! - A food-free holiday - #eczema #Eczema #Allergies,neutral,negative,positive,positive
"Putin-Troll Marcel Sardo, one of the top-top Kremlin #trolls , operating from #switzerland , look his customer list…",negative,neutral,neutral,neutral
"@user I 100 percent agree! And passion, articulate, hell, Melania plagiarized her mo's speech even!",negative,neutral,positive,positive
The latest Daily Insights on Ancestral Health from @user Thanks to @user #uniteblue,neutral,negative,positive,positive
'PRECIATE YOU LOOKING OUT !,neutral,positive,positive,positive
@user @user @user no one yet talks about #Pizzagate in the open. It'll fall out of the closet from Clinton Foundation,negative,neutral,neutral,neutral
.. Kim Fatty The Third. #KimFattyTheThird.. #America is keeping an eye on you. and #KimFattyTheSecond. and #KimFattyTheFirst.,negative,neutral,neutral,neutral
@user @user she clearly does! she did better & now has a better life. work hard & look after what you really need & want,neutral,positive,positive,positive
@user @user Lets start calling Lynch's office&tell her do her job investigate Comey for violating the Hatch Act,negative,neutral,neutral,neutral
"In 2016, population in control of ISIS shrunk from 10 to 6 million Territory shrank by 16%. 10 major cities to 5.#ThankYouObama",positive,negative,neutral,neutral
@user @user @user @user @user if it's good enuff for chuck... I'm in,neutral,positive,positive,positive
Liberals and #ThemDems need an attitude adjustment.,neutral,negative,negative,negative
40 of Messi's 471 goals for Barca have been assisted by his striking partners Neymar (20) and Suarez (20) #fcblive…,neutral,positive,positive,positive
@user Is part of The Open Society. Bought and paid for by George Soros.They're in deep and favors are due.…,negative,neutral,positive,neutral
"#GilmoreGirlsTop4 Kirk, Sookie, Luke and Jess",positive,neutral,neutral,neutral
"@user , sorry man ...Have to learn everthing about @user this Kim Jong-un is not into Soccer ???…",neutral,negative,negative,negative
"@user no wonder Kim Jong Un wrote a letter saying ""what about meeee?! I cannot be haxx0r?""",neutral,negative,negative,negative
"I Tried The College Thing & Minimum Wage Thing, Not My Cup Of Tea, Sowwy,",negative,neutral,neutral,neutral
Rest In Peace #jamesmeans I'm praying for his family #BlackLivesMatter,neutral,positive,positive,positive
"FACT: Robots cannot, and then shipped worldwide for global communism.",neutral,negative,negative,negative
"Not if The United States, Planet Earth, & The Freedom Fighters have a thing to say about it: ""Michael Moore The...",negative,neutral,neutral,neutral
"""The taste of victory has become sweeter in your bullets, O Aleppo"". #SyrianArmySaves",neutral,positive,positive,positive
"Count third party votes, and he lost the popular vote by approximately 7 million votes!",neutral,negative,negative,negative
Ham should be the main dish of Thanksgiving not some dry ass turkey 😂,positive,negative,neutral,neutral
I JUST TIPP D KIMCHI AND CRIED,negative,positive,neutral,positive
The truth is out there: there is a wall on the US Mexico border. #truthBlog,negative,neutral,neutral,neutral
Let LE officers protect their communities! Pundits merely upset at law enforcement for doing its job.,positive,neutral,negative,negative
Here Is Everything You Should Know About Melania Trumphttp,positive,neutral,neutral,neutral
"@user @user Yes, because Obamacare and race is the only reason to vote for or against Trump 'sarcasm'.",negative,neutral,neutral,neutral
marine le pen celebrating the referendum result along with... paul mason,neutral,positive,positive,positive
"@user @user ...to be the Dem leaders again. Talking about you Schumer and Pelosi. With them in charge, nothing changes.",negative,neutral,positive,neutral
Retweeted UberFacts (@user):An excuse... Exactly what I didn't need. #NationalFastFoodDay...,negative,neutral,neutral,neutral
"Army Corps Issued Dec. 5th Deadline for ALL Camps at Standing Rock to Clear Out. Funny, this isn't the line Obama admin took w/Bundy #NoDAPL",negative,positive,neutral,neutral
And in another top breaking story: hell has just frozen over...,neutral,negative,negative,negative
Neither #romney nor #Giuliani For Sec of StatePick someone else@user @user @user,negative,neutral,neutral,neutral
"The Dogon Speak on Being Happy, Diet and Vegetarianism",neutral,positive,positive,positive
@user @user This guy will. Kansas has super voter registration laws & almost 0 fraud! If they put Kri…,positive,negative,neutral,neutral
Say It Loud: Two New Books Look Back at #BlackPower from the age of #Trump and #BlackLivesMatterhttp,positive,neutral,neutral,neutral
"On a scale of 1-10, I'd give Steve Bannon a 1.5...",negative,neutral,neutral,neutral
Ah we missed it this weekend #SmallBizSatUK! We'll be there next week. Check out our new website at…,neutral,positive,positive,positive
What are the 5 biggest mistakes that people assume about homeopathy...http #homeopathictreatments,neutral,positive,negative,negative
.@user Galaxy Note 7 & 3 more smartphones of the year,neutral,positive,positive,positive
"@user @user @user @user Please, dude. You probably loved her until she stood up to your boy.",neutral,positive,positive,positive
@user pope Francis ministering to wicked afflicted and effected,negative,positive,neutral,positive
Lunes de The Walking Dead y Westworld.El mundo funciona bien.,positive,neutral,neutral,neutral
We need #NationalTakeAHikeDay after yesterday was #NationalFastFoodDay,positive,neutral,neutral,neutral
"The average social security benefit was $1,341 in 2016. The average rent for a 1 bedroom in San Diego is $1,634.#seniors @user",negative,neutral,neutral,neutral
"Deeply flawed & elite centric GCC ws backd by UN & Intl Comunity.It kept Saleh n control&reshufled elite,ultimately…",neutral,negative,negative,negative
There must be a band called Bad Hombres out there somewhere. #TrumpInauguralBand,negative,neutral,neutral,neutral
"@user I thought you kneww something about big business. If you don't know about interviewing and hiring, you don't know much.",negative,neutral,neutral,neutral
@user @user Please let go of the hatred and anger and quit bullying our president elect. America needs to help him help us.,neutral,negative,negative,negative
"Random photos from #NBAwards, mostly of poetry judges and poets.",positive,neutral,neutral,neutral
Breastfed babies have better antibody response to vaccines than formula-fed.Call FREE #breastfeeding consultation.…,neutral,positive,positive,positive
8 is the reason I'm a Linux user.,negative,neutral,positive,positive
United Nations Development Program (UNDP): South Korea offers USD 1M to support stability in #Libya.,positive,neutral,neutral,neutral
"In other news, North Korea has been begging China to censor ""fatty Kim the third"" from its websites and China finally coalesced",negative,neutral,neutral,neutral
"#IslamicState ""#ISIS"" claims responsibility for terror attack on security checkpoint for Egyptian Army at #Arish in…",neutral,negative,negative,negative
Birds defeat Tipp in their home opener 38-28. #1-0 🏀,positive,neutral,neutral,neutral
"@user @user @user If you lower your minimum wage to $1 or are prepared to pay $3000 for an iphone, sure",negative,neutral,neutral,neutral
The Trump Foundation was used as his personal slush fund. The Clinton foundation is a highly-rated charity that has…,negative,neutral,neutral,neutral
@user why dont you protest terrorists to leave aleppo. war will over in minutes. No suffering.,neutral,negative,negative,negative
WE ARE CRAZY MOFOS ! WE TAKE DOWN ALL HATERS! #ThisIsUs #WeAreDirectioners #directioner #onedirection @user,neutral,negative,positive,positive
Ya they don't disappoint.i love watching them make complete fools of themselves and show the American people what a…,neutral,positive,positive,positive
#hatchimals #giveaway #gtk I wanna win,neutral,positive,positive,positive
"new tech trends- Microsoft joins the Linux Foundation - latest cell phone reviews , latest tech gadget,",neutral,positive,positive,positive
Holla to all my bad hombres who decided to work today and get that money $$$ #blackgrinday,positive,negative,neutral,negative
#teens with fat pussys zac efron and vanessa have sex,negative,neutral,neutral,neutral
@user the Rugby Leaders also had a go at the #MannequinChallenge,positive,neutral,neutral,neutral
NO ONE SAW THAT HAPPENING 😍 @user #OneDirection,positive,neutral,neutral,negative
"Lighten up, censors in #China. How can you not love the #search term 'Fatty #Kim the Third'?",neutral,positive,negative,negative
"@user @user It's sarcastic. You can't force people to take vaccines, you only can offer it and talk about benefits.",negative,neutral,neutral,neutral
<-The Magnificence Of Minka #nsfw #bath #bubble #onedirection,positive,neutral,neutral,neutral
#GilmoreGirlsTop4 Can't be Lorelei or Rory 4)Mrs Kim 3) Miss Patty 2) Emily 1) Luke,positive,neutral,neutral,neutral
Fox & Friends 11\25\16: An Inquiry Already ? Dems Push Gao To Investigate Trump Transition: via @user,negative,neutral,neutral,neutral
@user @user The same McConnell who was minority leader as Obamacare was passed? Riiiight 😂,positive,neutral,neutral,neutral
"look at that, one year of vegetarianism and i havent dropped deed from a lack of protein!!",positive,negative,negative,negative
I had wanted to add Kim jong un. Should have swapped him with Mussolini,negative,neutral,neutral,neutral
"Again, just so we're clear. Banning abortion doesn't stop it happening, it just makes it unsafe.",neutral,negative,negative,negative
He is only trying to clean up Philippines. What is death penalty compared to the threat of Islamic terrorism?,neutral,negative,negative,negative
But ... but ... The Clinton Foundation!!!!#ResistTrump#PurpleRevolution #Midterms2018#ImpeachTrump,negative,neutral,neutral,neutral
When did #Thanksgiving turn into Valentines Day? So. Many. Couples. Pictures.,positive,neutral,neutral,neutral
"@user I have to, cuz Walmart has #TheWalkingDead season 6 for $10. Hopefully it's still there. 😑",neutral,positive,positive,positive
David Blaine only thinks for himself. When has he looked at anybody?,negative,neutral,neutral,neutral
Hundreds Flee Wildfires Near #Jerusalem,neutral,negative,negative,negative
Russia: Zenit stadium will be finished ‘by the end of this year’ – Putin... via @user,positive,neutral,neutral,neutral
"The NAZI's and Italian Fascists were coercive socialists, basically the communists. Don't confuse 1941 Stalin propaganda with history.",neutral,negative,negative,negative
4. Sookie3. Kirk2. Richard1. Luke#GilmoreGirlsTop4,positive,neutral,neutral,neutral
The latest Pray To End Abortion! Thanks to @user @user @user #prolife #tcot,neutral,negative,positive,positive
Getting ready for European Tour 2017! With support from @user and the #Trumptards! #MAGA #MERA…,neutral,positive,positive,positive
"10,000 vote win with cheating all around. That's the margin of that last rally. Steve Bannon earned everything he's…",negative,positive,neutral,neutral
(Slideshow) the unintended ways #SelfDrivingCars will change our lives - $TSLA $UBER $GM $F $BMW $GOOG,positive,neutral,neutral,neutral
Had to allow myself one bit of online shopping today since they're only making one run of these Leonard Cohen homag…,positive,neutral,neutral,neutral
@user @user 'grab her in the pussy because I can' is not locker room talk. Doesn't even compare to sexy pictures.,neutral,negative,negative,negative
"Getting mad at @user for impersonation is beyond me. It's ""admiration"" as it was said when Melania repeated that speech. 😌🙊👀 #teamgigi",negative,neutral,neutral,neutral
ULTIMATE No Makeup #Makeup Look for Indian Skin I @user #makeupgiveaway,positive,negative,neutral,negative
"Faculties overwlmngly vote Dem, study finds. Even econ profs go left, debunking belief that Repubs bttr 4 biz.",negative,neutral,neutral,neutral
@user Donald Trump is great for so many reasons. He will label #blacklivesmatter as a hate group that they are. Bye bye Obama. 😂👋,neutral,negative,positive,positive
"I find myself taking stock of the issues I care about most and hope to direct my efforts there. In that sense, I'm #StillWithHer",neutral,negative,positive,positive
"Duke is overrated.""Grayson Allen is trash.""UNC will beat y'all.""Wahoowa",neutral,negative,negative,negative
Drank so much beer yesterday that I somehow bypassed drunk + ended up completely sober? 🤔...I blame David Blaine,neutral,negative,negative,negative
"@user @user Please no more Michael Moore pictures, I just ate",negative,neutral,neutral,neutral
Sen. Warren wants investigation of Trump's transition team i would Look at holder Powell Hillary's Aides Be Afraid,negative,neutral,neutral,neutral
My dad has been reading #TheWalkingDead nonstop for the past two days.,positive,neutral,neutral,neutral
"@user @user Indeed. If Steve Bannon followed Kissingers's orders, you'd hail him as great progressive.",neutral,positive,positive,positive
"Messi: ""To have a good team, everything starts there"" #fcblive",neutral,positive,positive,positive
@user #isis and #BlackLivesMatter beware. It's now legal for #americans to protect themselves in this…,negative,positive,neutral,neutral
"New lyric for 2016 ""So if I can shoot rabbits then I can shoot Alt-Rightists""http",negative,neutral,neutral,neutral
"@user There's nothing wrong with vegetarianism so long as you throw in the occasional fish, steak, chicken, & pork.",neutral,negative,positive,positive
<-Asian Slut Squirts A Lot While Fucked #nsfw #bath #bubble #onedirection,neutral,negative,negative,negative
Trump addressed one of the top issues of leftists a decade ago& they protest,negative,neutral,neutral,neutral
@user @user @user @user possibly utilize the Boston Globe Spotlight team for investigation !!!!,negative,neutral,neutral,neutral
Gigi Hadid apologizes for Melania Trump AMA impression Freedom Of Speech Takes Another Hit Under @user,negative,neutral,neutral,neutral
